description	*Category	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Enhance Item		1				100	18	385	0		2	weap,uni	z04						useitem				res-fire-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z05						useitem				res-cold-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z06						useitem				res-ltng-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z07						useitem				res-pois-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z08						useitem				pierce-fire			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z09						useitem				pierce-cold			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z10						useitem				pierce-ltng			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z11						useitem				pierce-pois			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z12						useitem				pierce-immunity-cold			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z13						useitem				pierce-immunity-fire			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z14						useitem				pierce-immunity-light			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z15						useitem				pierce-immunity-poison			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z16						useitem				pierce-immunity-damage			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z17						useitem				pierce-immunity-magic			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	weap,uni	z18						useitem				pierce-immunity-all			10	10	levelreq			30	30	enhancehigh			1	1																																																																					0
																																																																																																										0
																																																																																																										0
---Enhance Armors---																																																																																																										0
																																																																																																										0
																																																																																																										0
Enhance Item		1				100					2	armo,mag	Z60						useitem				str			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z61						useitem				dex			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z62						useitem				vit			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z63						useitem				enr			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z64						useitem				move			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z65						useitem				balance			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z66						useitem				blockrate			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z67						useitem				swing			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z68						useitem				cast			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z69						useitem				sum-hp			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z70						useitem				sum-dmg			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z71						useitem				sum-cr			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z72						useitem				incant-dur			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z73						useitem				incant-rad			1	1	levelreq			5	5	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z74						useitem				res-curse-len			3	3	levelreq			5	5	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z75						useitem				block			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z76						useitem				res-fire			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z77						useitem				res-cold			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z78						useitem				res-ltng			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z79						useitem				res-pois			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z80						useitem				att%			5	5	levelreq			5	5	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z81						useitem				att			150	150	levelreq			4	4	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z82						useitem				dmg-norm			1	4	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z83						useitem				dmg%			4	4	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z84						useitem				dmg-fire			4	7	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z85						useitem				dmg-cold			4	7	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z86						useitem				dmg-ltng			1	14	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,mag	Z87						useitem				dmg-pois		50	10	20	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,mag	Z88						useitem				mag%			5	5	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,mag	Z89						useitem				gold%			10	10	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,mag	Z90						useitem				lifesteal			1	1	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,mag	Z91						useitem				manasteal			1	1	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,mag	Z92						useitem				regen-mana			5	5	levelreq			2	2	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,mag	Z93						useitem				dmg-ac			-10	-10	levelreq			2	2	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,mag	Z94						useitem				red-dmg			5	5	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,mag	Z95						useitem				red-mag			5	5	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	Z96						useitem				allskills			1	1	levelreq			30	30	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	Z97						useitem				res-all			10	10	levelreq			30	30	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	Z98						useitem				crush			5	5	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	Z99						useitem				openwounds			5	5	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z00						useitem				deadly			5	5	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z01						useitem				sum-ex			1	1	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z02						useitem				ext-att			1	1	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z03						useitem				ext-missile			1	1	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z04						useitem				res-fire-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z05						useitem				res-cold-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z06						useitem				res-ltng-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z07						useitem				res-pois-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z08						useitem				pierce-fire			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z09						useitem				pierce-cold			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z10						useitem				pierce-ltng			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z11						useitem				pierce-pois			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z12						useitem				pierce-immunity-cold			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z13						useitem				pierce-immunity-fire			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z14						useitem				pierce-immunity-light			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z15						useitem				pierce-immunity-poison			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z16						useitem				pierce-immunity-damage			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z17						useitem				pierce-immunity-magic			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,mag	z18						useitem				pierce-immunity-all			10	10	levelreq			30	30	enhancehigh			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z60						useitem				str			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z61						useitem				dex			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z62						useitem				vit			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z63						useitem				enr			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z64						useitem				move			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z65						useitem				balance			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z66						useitem				blockrate			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z67						useitem				swing			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z68						useitem				cast			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z69						useitem				sum-hp			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z70						useitem				sum-dmg			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z71						useitem				sum-cr			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z72						useitem				incant-dur			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z73						useitem				incant-rad			1	1	levelreq			5	5	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z74						useitem				res-curse-len			3	3	levelreq			5	5	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z75						useitem				block			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z76						useitem				res-fire			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z77						useitem				res-cold			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z78						useitem				res-ltng			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z79						useitem				res-pois			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z80						useitem				att%			5	5	levelreq			5	5	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z81						useitem				att			150	150	levelreq			4	4	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z82						useitem				dmg-norm			1	4	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z83						useitem				dmg%			4	4	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z84						useitem				dmg-fire			4	7	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z85						useitem				dmg-cold			4	7	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z86						useitem				dmg-ltng			1	14	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,rar	Z87						useitem				dmg-pois		50	10	20	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,rar	Z88						useitem				mag%			5	5	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,rar	Z89						useitem				gold%			10	10	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,rar	Z90						useitem				lifesteal			1	1	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,rar	Z91						useitem				manasteal			1	1	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,rar	Z92						useitem				regen-mana			5	5	levelreq			2	2	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,rar	Z93						useitem				dmg-ac			-10	-10	levelreq			2	2	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,rar	Z94						useitem				red-dmg			5	5	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,rar	Z95						useitem				red-mag			5	5	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	Z96						useitem				allskills			1	1	levelreq			30	30	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	Z97						useitem				res-all			10	10	levelreq			30	30	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	Z98						useitem				crush			5	5	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	Z99						useitem				openwounds			5	5	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z00						useitem				deadly			5	5	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z01						useitem				sum-ex			1	1	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z02						useitem				ext-att			1	1	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z03						useitem				ext-missile			1	1	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z04						useitem				res-fire-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z05						useitem				res-cold-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z06						useitem				res-ltng-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z07						useitem				res-pois-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z08						useitem				pierce-fire			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z09						useitem				pierce-cold			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z10						useitem				pierce-ltng			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z11						useitem				pierce-pois			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z12						useitem				pierce-immunity-cold			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z13						useitem				pierce-immunity-fire			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z14						useitem				pierce-immunity-light			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z15						useitem				pierce-immunity-poison			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z16						useitem				pierce-immunity-damage			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z17						useitem				pierce-immunity-magic			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,rar	z18						useitem				pierce-immunity-all			10	10	levelreq			30	30	enhancehigh			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z60						useitem				str			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z61						useitem				dex			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z62						useitem				vit			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z63						useitem				enr			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z64						useitem				move			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z65						useitem				balance			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z66						useitem				blockrate			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z67						useitem				swing			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z68						useitem				cast			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z69						useitem				sum-hp			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z70						useitem				sum-dmg			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z71						useitem				sum-cr			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z72						useitem				incant-dur			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z73						useitem				incant-rad			1	1	levelreq			5	5	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z74						useitem				res-curse-len			3	3	levelreq			5	5	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z75						useitem				block			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z76						useitem				res-fire			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z77						useitem				res-cold			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z78						useitem				res-ltng			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z79						useitem				res-pois			2	2	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z80						useitem				att%			5	5	levelreq			5	5	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z81						useitem				att			150	150	levelreq			4	4	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z82						useitem				dmg-norm			1	4	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z83						useitem				dmg%			4	4	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z84						useitem				dmg-fire			4	7	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z85						useitem				dmg-cold			4	7	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z86						useitem				dmg-ltng			1	14	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,set	Z87						useitem				dmg-pois		50	10	20	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,set	Z88						useitem				mag%			5	5	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,set	Z89						useitem				gold%			10	10	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,set	Z90						useitem				lifesteal			1	1	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,set	Z91						useitem				manasteal			1	1	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,set	Z92						useitem				regen-mana			5	5	levelreq			2	2	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,set	Z93						useitem				dmg-ac			-10	-10	levelreq			2	2	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,set	Z94						useitem				red-dmg			5	5	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	16	384	9		2	armo,set	Z95						useitem				red-mag			5	5	levelreq			5	5	enhancelow			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	Z96						useitem				allskills			1	1	levelreq			30	30	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	Z97						useitem				res-all			10	10	levelreq			30	30	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	Z98						useitem				crush			5	5	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	Z99						useitem				openwounds			5	5	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z00						useitem				deadly			5	5	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z01						useitem				sum-ex			1	1	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z02						useitem				ext-att			1	1	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z03						useitem				ext-missile			1	1	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z04						useitem				res-fire-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z05						useitem				res-cold-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z06						useitem				res-ltng-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z07						useitem				res-pois-max			5	5	levelreq			25	25	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z08						useitem				pierce-fire			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z09						useitem				pierce-cold			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z10						useitem				pierce-ltng			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z11						useitem				pierce-pois			10	10	levelreq			10	10	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z12						useitem				pierce-immunity-cold			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z13						useitem				pierce-immunity-fire			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z14						useitem				pierce-immunity-light			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z15						useitem				pierce-immunity-poison			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z16						useitem				pierce-immunity-damage			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z17						useitem				pierce-immunity-magic			10	10	levelreq			15	15	enhancehigh			1	1																																																																					0
Enhance Item		1				100	18	385	0		2	armo,set	z18						useitem				pierce-immunity-all			10	10	levelreq			30	30	enhancehigh			1	1																																																																					0
Enhance Item		1				100					2	armo,uni	Z60						useitem				str			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,uni	Z61						useitem				dex			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,uni	Z62						useitem				vit			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,uni	Z63						useitem				enr			2	2	levelreq			2	2	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,uni	Z64						useitem				move			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,uni	Z65						useitem				balance			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
Enhance Item		1				100					2	armo,uni	Z66						useitem				blockrate			1	1	levelreq			3	3	Item-Enhanced			1	1																																																																					0
